Localidade;Ano;LigacoesEsgoto;PercentualPopulacaoAtendidaEsgoto
Santo Antônio do Descoberto;2016;10274;59,3
Santo Antônio do Descoberto;2016;17823;100
Santo Antônio do Descoberto;2017;10925;61,8
Santo Antônio do Descoberto;2017;18463;100
Santo Antônio do Descoberto;2018;11237;62,1
Santo Antônio do Descoberto;2018;19385;100
São Domingos;2000;1335;
São Domingos;2001;1404;
São Domingos;2002;1456;
São Domingos;2003;1498;
São Domingos;2004;1567;
São Domingos;2005;1619;96,25
São Domingos;2006;1643;97,39
São Domingos;2007;1813;100
São Domingos;2008;1926;100
São Domingos;2009;1998;100
São Domingos;2010;2069;100
São Domingos;2011;2144;100
São Domingos;2012;2208;100
São Domingos;2013;2265;100
São Domingos;2014;2321;100
São Domingos;2015;2357;100
São Domingos;2016;2401;100
São Domingos;2017;2445;100
São Domingos;2018;2474;100
São Francisco de Goiás;2000;1213;
São Francisco de Goiás;2001;1266;
São Francisco de Goiás;2002;1373;
São Francisco de Goiás;2003;1420;
São Francisco de Goiás;2004;1464;
São Francisco de Goiás;2005;1479;93,49
São Francisco de Goiás;2006;1472;92,43
São Francisco de Goiás;2007;1512;100
São Francisco de Goiás;2008;1549;100
São Francisco de Goiás;2009;1592;100
São Francisco de Goiás;2010;1660;100
São Francisco de Goiás;2011;1722;100
São Francisco de Goiás;2012;1781;100
São Francisco de Goiás;2013;1864;100
São Francisco de Goiás;2014;1961;100
São Francisco de Goiás;2015;2081;100
São Francisco de Goiás;2016;2167;100
São Francisco de Goiás;2017;2224;100
São Francisco de Goiás;2018;2286;100
São João d'Aliança;2000;1214;
São João d'Aliança;2001;1310;
São João d'Aliança;2002;1388;
São João d'Aliança;2003;1454;
São João d'Aliança;2004;1494;
São João d'Aliança;2005;1521;81
São João d'Aliança;2006;1555;79,97
São João d'Aliança;2007;1605;100
São João d'Aliança;2008;1742;100
São João d'Aliança;2009;1852;100
São João d'Aliança;2010;1963;96,9
São João d'Aliança;2011;2;
São João d'Aliança;2011;2097;96,91
São João d'Aliança;2012;2222;100
São João d'Aliança;2013;2343;98,6
São João d'Aliança;2014;2486;84,7
São João d'Aliança;2015;2586;86,1
São João d'Aliança;2016;2744;100
São João d'Aliança;2017;2871;100
São João d'Aliança;2018;2979;100
São João da Paraúna;2000;476;
São João da Paraúna;2001;509;
São João da Paraúna;2002;530;
São João da Paraúna;2003;523;
São João da Paraúna;2004;526;
São João da Paraúna;2005;461;82,14
São João da Paraúna;2005;512;89,61
São João da Paraúna;2006;457;81,1
São João da Paraúna;2006;514;89,91
São João da Paraúna;2007;454;90,35
São João da Paraúna;2007;519;100
São João da Paraúna;2008;460;94,25
São João da Paraúna;2008;543;100
São João da Paraúna;2009;472;96,9
São João da Paraúna;2009;558;100
São João da Paraúna;2010;477;95,7
São João da Paraúna;2010;566;100
São João da Paraúna;2011;502;100
São João da Paraúna;2011;575;100
São João da Paraúna;2012;505;100
São João da Paraúna;2012;584;100
São João da Paraúna;2013;533;100
São João da Paraúna;2013;602;100
São João da Paraúna;2014;599;100
São João da Paraúna;2014;645;100
São João da Paraúna;2015;649;100
São João da Paraúna;2015;692;100
São João da Paraúna;2016;670;100
São João da Paraúna;2016;705;100
São João da Paraúna;2017;678;100
São João da Paraúna;2017;722;100
São João da Paraúna;2018;690;100
São João da Paraúna;2018;727;100
São Luis de Montes Belos;2000;6758;
São Luis de Montes Belos;2001;7246;
São Luis de Montes Belos;2002;7563;
São Luis de Montes Belos;2003;7851;
São Luis de Montes Belos;2004;8059;
São Luis de Montes Belos;2005;4707;50,94
São Luis de Montes Belos;2005;8300;90,15
São Luis de Montes Belos;2006;4821;51,16
São Luis de Montes Belos;2006;8689;92,92
São Luis de Montes Belos;2007;4939;58,76
São Luis de Montes Belos;2007;9055;100
São Luis de Montes Belos;2008;5072;58,24
São Luis de Montes Belos;2008;9485;100
São Luis de Montes Belos;2009;5250;59,7
São Luis de Montes Belos;2009;9880;100
São Luis de Montes Belos;2010;5401;54
São Luis de Montes Belos;2010;10305;100
São Luis de Montes Belos;2011;5706;54,65
São Luis de Montes Belos;2011;10754;100
São Luis de Montes Belos;2012;5866;55,5
São Luis de Montes Belos;2012;11211;100
São Luis de Montes Belos;2013;6115;54,57
São Luis de Montes Belos;2013;11678;100
São Luis de Montes Belos;2014;7984;69,4
São Luis de Montes Belos;2014;12127;100
São Luis de Montes Belos;2015;8523;73,1
São Luis de Montes Belos;2015;12741;100
São Luis de Montes Belos;2016;9249;81
São Luis de Montes Belos;2016;13122;100
São Luis de Montes Belos;2017;9730;83,7
São Luis de Montes Belos;2017;13559;100
São Luis de Montes Belos;2018;10420;88,8
São Luis de Montes Belos;2018;13879;100
São Luiz do Norte;2000;610;
São Luiz do Norte;2001;620;
São Luiz do Norte;2002;644;
São Luiz do Norte;2003;673;
São Luiz do Norte;2004;666;
São Luiz do Norte;2005;646;63,51
São Luiz do Norte;2006;679;65,09
São Luiz do Norte;2007;770;62,82
São Luiz do Norte;2008;819;64,96
São Luiz do Norte;2009;837;65,9
São Luiz do Norte;2010;869;62,6
São Luiz do Norte;2011;909;62,59
São Luiz do Norte;2012;962;65,8
São Luiz do Norte;2013;1010;66
São Luiz do Norte;2014;1081;71,6
São Luiz do Norte;2015;1124;72,7
São Luiz do Norte;2016;1155;73,6
São Luiz do Norte;2017;1176;74,3
São Luiz do Norte;2018;1186;73,5
São Miguel do Araguaia;2000;3655;
São Miguel do Araguaia;2001;3786;
São Miguel do Araguaia;2002;3904;
São Miguel do Araguaia;2003;3984;
São Miguel do Araguaia;2004;4024;
São Miguel do Araguaia;2005;1046;17,34
São Miguel do Araguaia;2005;4043;72,6
São Miguel do Araguaia;2006;1701;27,25
São Miguel do Araguaia;2006;4017;66,06
São Miguel do Araguaia;2007;1724;23,43
São Miguel do Araguaia;2007;4116;57,97
São Miguel do Araguaia;2008;1729;24,83
São Miguel do Araguaia;2008;4288;59,3
São Miguel do Araguaia;2009;1813;23,6
São Miguel do Araguaia;2009;4613;63,4
São Miguel do Araguaia;2010;1824;25
São Miguel do Araguaia;2010;4924;71,2
São Miguel do Araguaia;2011;1843;26,78
São Miguel do Araguaia;2011;5259;80,31
São Miguel do Araguaia;2012;1858;29,2
São Miguel do Araguaia;2012;5544;84,39
São Miguel do Araguaia;2013;2146;30,41
São Miguel do Araguaia;2013;5848;85,89
São Miguel do Araguaia;2014;2185;31,1
São Miguel do Araguaia;2014;6138;90,2
São Miguel do Araguaia;2015;2208;31,5
São Miguel do Araguaia;2015;6325;92,7
São Miguel do Araguaia;2016;2323;33,3
São Miguel do Araguaia;2016;6487;94,4
São Miguel do Araguaia;2017;2357;33,7
São Miguel do Araguaia;2017;6623;96,1
São Miguel do Araguaia;2018;2745;39,7
São Miguel do Araguaia;2018;6742;96,6
São Miguel do Passa Quatro;2000;547;
São Miguel do Passa Quatro;2001;590;
São Miguel do Passa Quatro;2002;626;
São Miguel do Passa Quatro;2003;670;
São Miguel do Passa Quatro;2004;736;
São Miguel do Passa Quatro;2005;748;92,19
São Miguel do Passa Quatro;2006;773;91,76
São Miguel do Passa Quatro;2007;812;100
São Miguel do Passa Quatro;2008;841;100
São Miguel do Passa Quatro;2009;863;100
São Miguel do Passa Quatro;2010;897;100
São Miguel do Passa Quatro;2011;939;100
São Miguel do Passa Quatro;2012;1001;100
São Miguel do Passa Quatro;2013;1047;100
São Miguel do Passa Quatro;2014;1090;100
São Miguel do Passa Quatro;2015;1234;100
São Miguel do Passa Quatro;2016;1259;100
São Miguel do Passa Quatro;2017;1285;100
São Miguel do Passa Quatro;2018;1307;100
São Patrício;2000;308;
São Patrício;2001;323;
São Patrício;2002;351;
São Patrício;2003;360;
São Patrício;2004;372;
São Patrício;2005;387;89,65
São Patrício;2006;410;92,49
São Patrício;2007;422;100
São Patrício;2008;452;100
São Patrício;2009;462;100
São Patrício;2010;484;100
São Patrício;2011;499;100
São Patrício;2012;511;100
São Patrício;2013;529;100
São Patrício;2014;553;100
São Patrício;2015;565;100
São Patrício;2016;599;100
São Patrício;2017;608;100
São Patrício;2018;622;100
Serranópolis;2000;1507;
Serranópolis;2001;1560;
Serranópolis;2002;1609;
Serranópolis;2003;1652;
Serranópolis;2004;1769;
Serranópolis;2005;1787;98,57
Serranópolis;2006;1840;90,41
Serranópolis;2007;1925;100
Serranópolis;2008;2025;100
Serranópolis;2009;2126;100
Serranópolis;2010;2187;100
Serranópolis;2011;2263;100
Serranópolis;2012;2335;100
Serranópolis;2013;2400;100
Serranópolis;2014;2491;100
Serranópolis;2015;2590;100
Serranópolis;2016;2693;100
Serranópolis;2017;2736;100
Serranópolis;2018;2812;100
Silvânia;2000;3199;
Silvânia;2001;3361;
Silvânia;2002;3681;
Silvânia;2003;3832;
Silvânia;2004;4039;
Silvânia;2005;4159;97,09
Silvânia;2006;4285;97,58
Silvânia;2007;600;15,98
Silvânia;2007;4459;100
Silvânia;2008;2149;55,33
Silvânia;2008;4604;100
Silvânia;2009;2874;72,3
Silvânia;2009;4749;100
Silvânia;2010;2947;68,8
Silvânia;2010;4894;100
Silvânia;2011;3103;69,75
Silvânia;2011;5082;100
Silvânia;2012;4238;93,5
Silvânia;2012;5314;100
Silvânia;2013;4306;90,17
Silvânia;2013;5597;100
Silvânia;2014;4438;93,2
Silvânia;2014;5864;100
Silvânia;2015;4605;95,4
Silvânia;2015;6074;100
Silvânia;2016;4854;99,6
Silvânia;2016;6234;100
Silvânia;2017;5222;100
Silvânia;2017;6373;100
Silvânia;2018;5347;100
Silvânia;2018;6508;100
Simolândia;2001;1376;
Simolândia;2002;1413;
Simolândia;2003;1522;
Simolândia;2004;1594;
Simolândia;2005;1604;88,67
Simolândia;2006;1644;90,25
Simolândia;2007;1692;97,15
Simolândia;2008;1734;95,41
Simolândia;2009;1776;96,7
Simolândia;2010;1812;100
Simolândia;2011;1876;100
Simolândia;2012;1971;100
Simolândia;2013;2008;100
Simolândia;2014;2043;100
Simolândia;2015;2063;100
Simolândia;2016;2098;100
Simolândia;2017;2116;100
Simolândia;2018;2124;100
Sítio d'Abadia;2012;374;100
Sítio d'Abadia;2013;395;100
Sítio d'Abadia;2014;419;100
Sítio d'Abadia;2015;440;100
Sítio d'Abadia;2016;450;100
Sítio d'Abadia;2017;466;100
Sítio d'Abadia;2018;510;100
Taquaral de Goiás;2000;837;
Taquaral de Goiás;2001;870;
Taquaral de Goiás;2002;882;
Taquaral de Goiás;2003;888;
Taquaral de Goiás;2004;961;
Taquaral de Goiás;2005;1002;100
Taquaral de Goiás;2006;1027;91,03
Taquaral de Goiás;2007;1085;98,67
Taquaral de Goiás;2008;1136;100
Taquaral de Goiás;2009;1176;100
Taquaral de Goiás;2010;1214;100
Taquaral de Goiás;2011;1284;100
Taquaral de Goiás;2012;1344;100
Taquaral de Goiás;2013;1465;100
Taquaral de Goiás;2014;1513;100
Taquaral de Goiás;2015;1537;100
Taquaral de Goiás;2016;1550;100
Taquaral de Goiás;2017;1577;100
Taquaral de Goiás;2018;1610;100
Teresina de Goiás;2000;566;
Teresina de Goiás;2001;599;
Teresina de Goiás;2002;621;
Teresina de Goiás;2003;634;
Teresina de Goiás;2004;649;
Teresina de Goiás;2005;659;81,58
Teresina de Goiás;2006;666;77,33
Teresina de Goiás;2007;693;100
Teresina de Goiás;2008;723;100
Teresina de Goiás;2009;748;100
Teresina de Goiás;2010;764;100
Teresina de Goiás;2011;785;100
Teresina de Goiás;2012;810;100
Teresina de Goiás;2013;819;100
Teresina de Goiás;2014;847;100
Teresina de Goiás;2015;860;100
Teresina de Goiás;2016;873;100
Teresina de Goiás;2017;892;100
Teresina de Goiás;2018;912;100
Terezópolis de Goiás;2000;910;
Terezópolis de Goiás;2001;1067;
Terezópolis de Goiás;2002;1104;
Terezópolis de Goiás;2003;1146;
Terezópolis de Goiás;2004;1199;
Terezópolis de Goiás;2005;1231;81,48
Terezópolis de Goiás;2006;1269;81,44
Terezópolis de Goiás;2007;1359;83,95
Terezópolis de Goiás;2008;1449;85,48
Terezópolis de Goiás;2009;1558;91,1
Terezópolis de Goiás;2010;1660;88,7
Terezópolis de Goiás;2011;1760;89,16
Terezópolis de Goiás;2012;1868;94
Terezópolis de Goiás;2013;2028;96
Terezópolis de Goiás;2014;2159;100
Terezópolis de Goiás;2015;1727;84,1
Terezópolis de Goiás;2015;2285;100
Terezópolis de Goiás;2016;1826;86,6
Terezópolis de Goiás;2016;2361;100
Terezópolis de Goiás;2017;1880;87,4
Terezópolis de Goiás;2017;2418;100
Terezópolis de Goiás;2018;1949;89,2
Terezópolis de Goiás;2018;2487;100
Três Ranchos;2000;816;
Três Ranchos;2001;836;
Três Ranchos;2002;838;
Três Ranchos;2003;858;
Três Ranchos;2004;874;
Três Ranchos;2005;873;93,37
Três Ranchos;2006;925;96,66
Três Ranchos;2007;978;100
Três Ranchos;2008;1035;100
Três Ranchos;2009;1077;100
Três Ranchos;2010;1123;100
Três Ranchos;2011;1170;100
Três Ranchos;2012;1249;100
Três Ranchos;2013;1320;100
Três Ranchos;2014;1411;100
Três Ranchos;2015;1444;100
Três Ranchos;2016;1487;100
Três Ranchos;2017;1508;100
Três Ranchos;2018;1527;100
Trindade;2000;16807;
Trindade;2001;19096;
Trindade;2002;20963;
Trindade;2003;21532;
Trindade;2004;22175;
Trindade;2005;9614;36,26
Trindade;2005;22008;81,28
Trindade;2006;10734;38,13
Trindade;2006;22692;79,36
Trindade;2007;11240;39,15
Trindade;2007;24142;83,23
Trindade;2008;11553;38,03
Trindade;2008;25210;82,4
Trindade;2009;11869;38
Trindade;2009;26450;84,5
Trindade;2010;12202;40,3
Trindade;2010;28027;92,2
Trindade;2011;12815;40,62
Trindade;2011;29634;93,56
Trindade;2012;13080;41,1
Trindade;2012;31319;97,14
Trindade;2013;14571;42,36
Trindade;2013;34736;99,31
Trindade;2014;15329;43,7
Trindade;2014;36836;99,3
Trindade;2015;15701;44
Trindade;2015;39475;99,3
Trindade;2016;19018;52,5
Trindade;2016;41864;99,3
Trindade;2017;22749;61,9
Trindade;2017;44967;99,3
Trindade;2018;24756;65,7
Trindade;2018;46916;99,3
Turvânia;2000;1363;
Turvânia;2001;1423;
Turvânia;2002;1461;
Turvânia;2003;1474;
Turvânia;2004;1488;
Turvânia;2005;1505;91,17
Turvânia;2006;1516;91,87
Turvânia;2007;1543;100
Turvânia;2008;1575;100
Turvânia;2009;1586;100
Turvânia;2010;1608;100
Turvânia;2011;1626;100
Turvânia;2012;1657;100
Turvânia;2013;1682;100
Turvânia;2014;1706;100
Turvânia;2015;1726;100
Turvânia;2016;1742;100
Turvânia;2017;1781;100
Turvânia;2018;1813;100
Turvelândia;2000;732;
Turvelândia;2001;737;
Turvelândia;2002;802;
Turvelândia;2003;818;
Turvelândia;2004;821;
Turvelândia;2005;828;79,68
Turvelândia;2006;835;77,2
Turvelândia;2007;950;100
Turvelândia;2008;999;100
Turvelândia;2009;1014;100
Turvelândia;2010;1038;97
Turvelândia;2011;1063;95,13
Turvelândia;2012;1222;100
Turvelândia;2013;1281;100
Turvelândia;2014;1368;100
Turvelândia;2015;1449;100
Turvelândia;2016;1522;100
Turvelândia;2017;1560;100
Turvelândia;2018;1603;100
Uirapuru;2000;624;
Uirapuru;2001;646;
Uirapuru;2002;680;
Uirapuru;2003;689;
Uirapuru;2004;694;
Uirapuru;2005;686;86,27
Uirapuru;2006;695;87,63
Uirapuru;2007;705;87,48
Uirapuru;2008;738;87,74
Uirapuru;2009;760;88
Uirapuru;2010;776;88,2
Uirapuru;2011;797;96,1
Uirapuru;2012;813;96,7
Uirapuru;2013;830;95,88
Uirapuru;2014;844;96,6
Uirapuru;2015;857;96,8
Uirapuru;2016;875;97,6
Uirapuru;2017;886;97,5
Uirapuru;2018;934;97,5
Uruaçu;2000;7188;
Uruaçu;2001;7427;
Uruaçu;2002;7678;
Uruaçu;2003;7941;
Uruaçu;2004;8207;
Uruaçu;2005;8366;90,78
Uruaçu;2006;8590;93,43
Uruaçu;2007;2242;21,29
Uruaçu;2007;9014;84,44
Uruaçu;2008;2574;23,91
Uruaçu;2008;9556;87,26
Uruaçu;2009;3849;35,2
Uruaçu;2009;10190;91,6
Uruaçu;2010;4123;35
Uruaçu;2010;10838;89,7
Uruaçu;2011;4716;38,7
Uruaçu;2011;11438;91,58
Uruaçu;2012;6028;48,8
Uruaçu;2012;12147;96
Uruaçu;2013;6174;47,63
Uruaçu;2013;12725;95,7
Uruaçu;2014;6690;50,3
Uruaçu;2014;13351;98,3
Uruaçu;2015;7653;57,1
Uruaçu;2015;13737;100
Uruaçu;2016;7975;60,7
Uruaçu;2016;14484;100
Uruaçu;2017;8366;62,7
Uruaçu;2017;14944;100
Uruaçu;2018;9114;67,6
Uruaçu;2018;15058;100
Uruana;2000;3606;
Uruana;2001;3662;
Uruana;2002;3712;
Uruana;2003;3821;
Uruana;2004;3893;
Uruana;2005;191;3,84
Uruana;2005;3881;93,45
Uruana;2006;191;3,84
Uruana;2006;3937;94,73
Uruana;2007;192;3,83
Uruana;2007;4040;84,78
Uruana;2008;192;3,75
Uruana;2008;4148;85,18
Uruana;2009;190;3,1
Uruana;2009;4224;86,4
Uruana;2010;190;3,1
Uruana;2010;4307;88,3
Uruana;2011;190;3,55
Uruana;2011;4407;99,66
Uruana;2012;190;4
Uruana;2012;4494;100
Uruana;2013;188;3,42
Uruana;2013;4768;100
Uruana;2014;187;3,3
Uruana;2014;4847;100
Uruana;2015;185;3,2
Uruana;2015;4972;100
Uruana;2016;184;3,2
Uruana;2016;5025;100
Uruana;2017;181;3,2
Uruana;2017;5096;100
Uruana;2018;180;3,2
Uruana;2018;5178;100
Urutaí;2000;851;
Urutaí;2001;866;
Urutaí;2002;879;
Urutaí;2003;914;
Urutaí;2004;953;
Urutaí;2005;969;97,77
Urutaí;2006;966;95,35
Urutaí;2007;991;100
Urutaí;2008;1026;100
Urutaí;2009;1047;100
Urutaí;2010;1075;100
Urutaí;2011;1101;100
Urutaí;2012;1161;100
Urutaí;2013;1191;100
Urutaí;2014;1246;100
Urutaí;2015;1297;100
Urutaí;2016;1345;100
Urutaí;2017;1387;100
Urutaí;2018;1429;100
Valparaíso de Goiás;2000;6947;
Valparaíso de Goiás;2001;7532;
Valparaíso de Goiás;2002;7749;
Valparaíso de Goiás;2003;13946;
Valparaíso de Goiás;2004;15661;
Valparaíso de Goiás;2005;6144;22,23
Valparaíso de Goiás;2005;18671;65,41
Valparaíso de Goiás;2006;6462;20,31
Valparaíso de Goiás;2006;18983;60,1
Valparaíso de Goiás;2007;7095;21,84
Valparaíso de Goiás;2007;20936;65,25
Valparaíso de Goiás;2008;7910;23,23
Valparaíso de Goiás;2008;22165;64,72
Valparaíso de Goiás;2009;8911;27,1
Valparaíso de Goiás;2009;23819;69,7
Valparaíso de Goiás;2010;9562;27,3
Valparaíso de Goiás;2010;27512;75,1
Valparaíso de Goiás;2011;10632;28,42
Valparaíso de Goiás;2011;33392;84,92
Valparaíso de Goiás;2012;11552;30,2
Valparaíso de Goiás;2012;36535;90,7
Valparaíso de Goiás;2013;11794;29,36
Valparaíso de Goiás;2013;40610;95,1
Valparaíso de Goiás;2014;15455;39,5
Valparaíso de Goiás;2014;44633;100
Valparaíso de Goiás;2015;16506;41,1
Valparaíso de Goiás;2015;49341;100
Valparaíso de Goiás;2016;18171;44,5
Valparaíso de Goiás;2016;54202;100
Valparaíso de Goiás;2017;18460;45,5
Valparaíso de Goiás;2017;57444;100
Valparaíso de Goiás;2018;21242;48,9
Valparaíso de Goiás;2018;61398;100
Varjão;2000;677;
Varjão;2001;741;
Varjão;2002;776;
Varjão;2003;804;
Varjão;2004;814;
Varjão;2005;812;91
Varjão;2006;825;91,38
Varjão;2007;847;99,73
Varjão;2008;875;98,64
Varjão;2009;901;100
Varjão;2010;931;100
Varjão;2011;947;100
Varjão;2012;983;100
Varjão;2013;1041;100
Varjão;2014;1105;100
Varjão;2015;1149;100
Varjão;2016;1176;100
Varjão;2017;1205;100
Varjão;2018;1212;100
Vianópolis;2000;2221;
Vianópolis;2001;2352;
Vianópolis;2002;2437;
Vianópolis;2003;2534;
Vianópolis;2004;2605;
Vianópolis;2005;2650;76,78
Vianópolis;2006;2866;78,54
Vianópolis;2007;3004;94,25
Vianópolis;2008;3155;94,77
Vianópolis;2009;3293;98,1
Vianópolis;2010;3484;100
Vianópolis;2011;3630;100
Vianópolis;2012;3766;100
Vianópolis;2013;3888;100
Vianópolis;2014;4115;100
Vianópolis;2015;4235;100
Vianópolis;2016;4335;100
Vianópolis;2017;4423;100
Vianópolis;2018;4501;100
Vila Boa;2000;748;
Vila Boa;2001;777;
Vila Boa;2002;807;
Vila Boa;2003;842;
Vila Boa;2004;896;
Vila Boa;2005;935;89,67
Vila Boa;2006;970;88,63
Vila Boa;2007;1070;100
Vila Boa;2008;1137;100
Vila Boa;2009;1193;100
Vila Boa;2010;1225;100
Vila Boa;2011;1297;100
Vila Boa;2012;1347;100
Vila Boa;2013;1371;100
Vila Boa;2014;1404;100
Vila Boa;2015;1424;100
Vila Boa;2016;1445;100
Vila Boa;2017;1459;100
Vila Boa;2018;1469;100
Vila Propício;2000;294;
Vila Propício;2001;312;
Vila Propício;2002;318;
Vila Propício;2003;333;
Vila Propício;2004;343;
Vila Propício;2005;362;81,96
Vila Propício;2006;359;78,19
Vila Propício;2007;379;77,03
Vila Propício;2008;397;77,89
Vila Propício;2009;407;78,7
Vila Propício;2010;420;79,6
Vila Propício;2011;438;79,53
Vila Propício;2012;449;82,2
Vila Propício;2013;461;81
Vila Propício;2014;473;83,3
Vila Propício;2015;528;92
Vila Propício;2016;793;100
Vila Propício;2017;880;100
Vila Propício;2018;909;100
